Index,price_per_ping
6463,213639
6464,273746
6465,7728
6466,44983
6467,125925
6468,247460
6469,292447
6470,164156
6471,122052
6472,199077
6473,161756
6474,148675
6475,142990
6476,1004184
6477,209839
6478,89910
6479,340000
6480,220198
6481,191219
6482,68098
6483,306985
6484,186808
6485,184808
6486,0
6487,170610
6488,279632
6489,142239
6490,213083
6491,45642
6492,148074
6493,294423
6494,265142
6495,256920
6496,223706
6497,112560
6498,350467
6499,171858
6500,294903
6501,155261
6502,133530
6503,219304
6504,230408
6505,572386
6506,499125
6507,158251
6508,152023
6509,143839
6510,207373
6511,219265
6512,179923
6513,241918
6514,43131
6515,178253
6516,320419
6517,209394
6518,211627
6519,270450
6520,138259
6521,95262
6522,238209
6523,316404
6524,48514
6525,166637
6526,169751
6527,176580
6528,241149
6529,172365
6530,125591
6531,182110
6532,113924
6533,161818
6534,227035
6535,170443
6536,151918
6537,159978
6538,140577
6539,150297
6540,313333
6541,154712
6542,83512
6543,54625
6544,106795
6545,322917
6546,104459
6547,161499
6548,133266
6549,289575
6550,22900
6551,122078
6552,121583
6553,140328
6554,234786
6555,65198
6556,161413
6557,148705
6558,144018
6559,148123
6560,196927
6561,149313
6562,205454
6563,199711
6564,292489
6565,139165
6566,151911
6567,163874
6568,220950
6569,2700
6570,221068
6571,144872
6572,225414
6573,51424
6574,125349
6575,240722
6576,142050
6577,175199
6578,273351
6579,198971
6580,197258
6581,170894
6582,215113
6583,271539
6584,144940
6585,183175
6586,194103
6587,700394
6588,65454
6589,188484
6590,186154
6591,179382
6592,187216
6593,163755
6594,384436
6595,240209
6596,326589
6597,244162
6598,302487
6599,163106
6600,211530
6601,153240
6602,153007
6603,201636
6604,456636
6605,198346
6606,276418
6607,216764
6608,251696
6609,308000
6610,154367
6611,128971
6612,421833
6613,198939
6614,216529
6615,207778
6616,0
6617,3632
6618,0
6619,90447
6620,323654
6621,142991
6622,245588
6623,120482
6624,173003
6625,137171
6626,153186
6627,191051
6628,0
6629,157562
6630,184176
6631,139912
6632,223620
6633,12369
6634,242933
6635,242784
6636,157108
6637,108796
6638,267380
6639,126237
6640,97919
6641,157394
6642,369800
6643,262350
6644,303627
6645,161825
6646,136496
6647,288364
6648,244083
6649,223777
6650,260417
6651,159261
6652,96430
6653,219686
6654,90885
6655,113440
6656,174517
6657,126044
6658,91001
6659,180932
6660,1239285
6661,131715
6662,146784
6663,143633
6664,55469
6665,70010
6666,168699
6667,150525
6668,263240
6669,311853
6670,127881
6671,205671
6672,175603
6673,28387
6674,238840
6675,180000
6676,112665
6677,185506
6678,121616
6679,91542
6680,232514
6681,611849
6682,140579
6683,179315
6684,50000
6685,247379
6686,162529
6687,97907
6688,157612
6689,118221
6690,226811
6691,284234
6692,182268
6693,240830
6694,278922
6695,204752
6696,38953
6697,163886
6698,100671
6699,161816
6700,78838
6701,166410
6702,187247
6703,218741
6704,1817822
6705,183243
6706,207592
6707,256449
6708,269784
6709,210092
6710,198569
6711,199743
6712,118973
6713,46979
6714,238663
6715,208078
6716,87987
6717,356581
6718,174050
6719,17165
6720,212991
6721,279435
6722,123792
6723,294534
6724,146443
6725,372733
6726,137866
6727,265058
6728,220180
6729,245598
6730,65789
6731,407739
6732,342134
6733,411815
6734,237855
6735,140000
6736,2980
6737,109792
6738,456290
6739,203927
6740,162719
6741,190020
6742,89914
6743,228111
6744,273206
6745,166475
6746,177374
6747,25164
6748,212792
6749,168248
6750,84321
6751,91942
6752,132359
6753,181066
6754,137451
6755,149460
6756,37650
6757,17287
6758,278126
6759,42134
6760,377923
6761,118763
6762,135960
6763,151120
6764,206612
6765,125773
6766,451613
6767,65666
6768,94955
6769,132590
6770,88935
6771,154632
6772,137886
6773,195865
6774,110777
6775,189262
6776,202234
6777,316953
6778,0
6779,183170
6780,122058
6781,97947
6782,145191
6783,191315
6784,278806
6785,229602
6786,17370
6787,197320
6788,164141
6789,219302
6790,56242
6791,159604
6792,172213
6793,210639
6794,101766
6795,260784
6796,127034
6797,111755
6798,154284
6799,126662
6800,174302
6801,203204
6802,268133
6803,191383
6804,78439
6805,286961
6806,205748
6807,177638
6808,257650
6809,139693
6810,104219
6811,296697
6812,203087
6813,186627
6814,161765
6815,117000
6816,114828
6817,119948
6818,108945
6819,210155
6820,196384
6821,199956
6822,212202
6823,292712
6824,215858
6825,167378
6826,124448
6827,214948
6828,33922
6829,119624
6830,860000
6831,220035
6832,313096
6833,310964
6834,265320
6835,177238
6836,151080
6837,4770
6838,139310
6839,142623
6840,168294
6841,75476
6842,143554
6843,170379
6844,148223
6845,33492
6846,52587
6847,219614
6848,117317
6849,356439
6850,150376
6851,151168
6852,179193
6853,318270
6854,225225
6855,170389
6856,175394
6857,128986
6858,236295
6859,235577
6860,317257
6861,146072
6862,9950
6863,195586
6864,98894
6865,239444
6866,198229
6867,152807
6868,111618
6869,175492
6870,274518
6871,58346
6872,45263
6873,313642
6874,13386
6875,135784
6876,119015
6877,178355
6878,133418
6879,219837
6880,181921
6881,79254
6882,320294
6883,217504
6884,166168
6885,162194
6886,334076
6887,111602
6888,149515
6889,254902
6890,148910
6891,149651
6892,241709
6893,175689
6894,227322
6895,219416
6896,27319
6897,217140
6898,80235
6899,417640
6900,212949
6901,141628
6902,152900
6903,270427
6904,217700
6905,153376
6906,366787
6907,187755
6908,144318
6909,180530
6910,393277
6911,369988
6912,122822
6913,214264
6914,89437
6915,58299
6916,264122
6917,267962
6918,193449
6919,47363
6920,241297
6921,71760
6922,180672
6923,194754
6924,142245
6925,119871
6926,168590
6927,149855
6928,147485
6929,213338
6930,171958
6931,426778
6932,204241
6933,89809
6934,200229
6935,142337
6936,114403
6937,113980
6938,343000
6939,253794
6940,166622
6941,157499
6942,54648
6943,108342
6944,132758
6945,171501
6946,211204
6947,246171
6948,116965
6949,241192
6950,438792
6951,250725
6952,302396
6953,123890
6954,287206
6955,163533
6956,196190
6957,1647926
6958,219421
6959,136135
6960,113174
6961,92127
6962,62390
6963,311629
6964,150457
6965,63306
6966,12165
6967,182606
6968,234398
6969,153846
6970,67671
6971,205406
6972,171471
6973,208457
6974,103313
6975,180647
6976,63007
6977,89076
6978,302840
6979,130075
6980,61532
6981,248894
6982,314030
6983,214480
6984,104126
6985,190638
6986,231422
6987,79239
6988,230379
6989,264412
6990,101671
6991,133994
6992,269295
6993,230193
6994,156786
6995,188429
6996,158173
6997,193132
6998,122546
6999,127551
7000,151541
7001,236824
7002,187916
7003,194515
7004,283667
7005,8827
7006,40644
7007,283260
7008,135870
7009,170816
7010,186423
7011,122410
7012,0
7013,90984
7014,103917
7015,83164
7016,286254
7017,144861
7018,63369
7019,325997
7020,8314
7021,185767
7022,204903
7023,152763
7024,191844
7025,162757
7026,55168
7027,184500
7028,192061
7029,322496
7030,118591
7031,156495
7032,118078
7033,130622
7034,79809
7035,69908
7036,46393
7037,35490
7038,180631
7039,110741
7040,217921
7041,120891
7042,196699
7043,189015
7044,202327
7045,169643
7046,605725
7047,193238
7048,3599
7049,155821
7050,84063
7051,635294
7052,311656
7053,215514
7054,329670
7055,217603
7056,132378
7057,289244
7058,875000
7059,209901
7060,634004
7061,98039
7062,150390
7063,171683
7064,225543
7065,66133
7066,417653
7067,182125
7068,145541
7069,145603
7070,199084
7071,26909
7072,249255
7073,149685
7074,0
7075,156212
7076,156250
7077,360885
7078,191935
7079,47422
7080,130550
7081,149975
7082,315500
7083,202538
7084,211728
7085,193894
7086,93112
7087,43454
7088,170925
7089,188232
7090,108588
7091,216027
7092,24336
7093,320239
7094,203042
7095,61262
7096,123783
7097,285671
7098,157676
7099,343453
7100,42186
7101,303545
7102,60845
7103,173622
7104,146913
7105,177360
7106,163596
7107,170092
7108,212629
7109,218484
7110,145581
7111,2464
7112,181498
7113,174513
7114,92174
7115,313724
7116,84871
7117,447000
7118,79203
7119,281635
7120,51460
7121,190736
7122,0
7123,287617
7124,91290
7125,81667
7126,129999
7127,137457
7128,215928
7129,257719
7130,137258
7131,120798
7132,89011
7133,186253
7134,146809
7135,268434
7136,137557
7137,335366
7138,145027
7139,130638
7140,96396
7141,116072
7142,207678
7143,144587
7144,176779
7145,139715
7146,139043
7147,2737
7148,170885
7149,145166
7150,122335
7151,31900
7152,49988
7153,86701
7154,172816
7155,197908
7156,94135
7157,159574
7158,215807
7159,225458
7160,80857
7161,160927
7162,201981
7163,185360
7164,66365
7165,218341
7166,33303
7167,102437
7168,258932
7169,198556
7170,210283
7171,282517
7172,126582
7173,56024
7174,88351
7175,304399
7176,137924
7177,377325
7178,513711
7179,174773
7180,54755
7181,270116
7182,177205
7183,232864
7184,87209
7185,223305
7186,51537
7187,96629
7188,186170
7189,153393
7190,133094
7191,295058
7192,246079
7193,54648
7194,270044
7195,597297
7196,190810
7197,178586
7198,151752
7199,213648
7200,3644
7201,139194
7202,270588
7203,114988
7204,212168
7205,167106
7206,192196
7207,43738
7208,110874
7209,83033
7210,205874
7211,155780
7212,107132
7213,326498
7214,182125
7215,128085
7216,212085
7217,321282
7218,120351
7219,28454
7220,137536
7221,303068
7222,275895
7223,407952
7224,278256
7225,107791
7226,198701
7227,146678
7228,432847
7229,183694
7230,131152
7231,99826
7232,97524
7233,183673
7234,174384
7235,250451
7236,164242
7237,146649
7238,151144
7239,170915
7240,0
7241,228323
7242,172986
7243,90997
7244,220126
7245,10168
7246,139877
7247,232941
7248,161638
7249,324455
7250,237376
7251,219250
7252,133222
7253,167640
7254,174698
7255,439646
7256,281596
7257,139217
7258,280971
7259,220588
7260,166646
7261,169930
7262,276726
7263,75188
7264,122511
7265,49511
7266,80596
7267,211043
7268,222446
7269,213899
7270,225640
7271,110945
7272,261666
7273,236050
7274,822785
7275,82474
7276,147009
7277,9498
7278,235395
7279,110781
7280,252213
7281,124608
7282,122494
7283,201699
7284,262380
7285,192484
7286,288864
7287,228974
7288,149365
7289,413534
7290,37697
7291,350610
7292,51881
7293,183486
7294,284852
7295,255790
7296,146023
7297,216431
7298,252758
7299,331777
7300,18971
7301,491246
7302,166528
7303,118619
7304,202549
7305,111504
7306,57577
7307,169622
7308,249313
7309,214975
7310,110585
7311,231289
7312,248683
7313,139970
7314,74340
7315,223918
7316,302254
7317,127443
7318,159104
7319,113366
7320,168246
7321,318390
7322,25926
7323,76387
7324,113965
7325,3211
7326,139974
7327,72645
7328,123547
7329,191226
7330,121175
7331,169558
7332,158387
7333,127434
7334,208282
7335,221225
7336,145173
7337,123883
7338,365598
7339,205486
7340,230246
7341,61390
7342,182535
7343,155680
7344,154019
7345,201185
7346,157360
7347,73588
7348,186940
7349,287249
7350,128992
7351,551280
7352,127719
7353,156740
7354,119704
7355,203059
7356,177270
7357,77979
7358,125973
7359,25946
7360,39598
7361,77011
7362,187050
7363,301099
7364,232440
7365,46190
7366,144703
7367,171958
7368,195036
7369,230769
7370,234331
7371,267295
7372,128244
7373,99604
7374,178167
7375,285374
7376,99880
7377,232920
7378,272331
7379,83498
7380,156030
7381,106422
7382,197666
7383,194705
7384,193224
7385,87912
7386,235294
7387,87527
7388,148343
7389,55770
7390,217183
7391,279272
7392,168189
7393,44764
7394,364084
7395,200869
7396,53517
7397,242824
7398,313458
7399,245587
7400,251316
7401,237663
7402,241533
7403,190558
7404,70915
7405,148061
7406,197770
7407,111481
7408,107997
7409,44126
7410,177857
7411,148834
7412,114918
7413,399305
7414,1511716
7415,120719
7416,112334
7417,191337
7418,171190
7419,231432
7420,162780
7421,49867
7422,121340
7423,149657
7424,291295
7425,45491
7426,20768
7427,35310
7428,111535
7429,21918
7430,252370
7431,133722
7432,115773
7433,142534
7434,166496
7435,158907
7436,204478
7437,131558
7438,137603
7439,91391
7440,219872
7441,168958
7442,644466
7443,240042
7444,57347
7445,464370
7446,158320
7447,119056
7448,176365
7449,251561
7450,225680
7451,220645
7452,138385
7453,208269
7454,61637
7455,130173
7456,200814
7457,84995
7458,181174
7459,254000
7460,213419
7461,241964
7462,320000
7463,221653
7464,111294
7465,175348
7466,139260
7467,248076
7468,217265
7469,151780
7470,529807
7471,130481
7472,241997
7473,250186
7474,122028
7475,226720
7476,189326
7477,291836
7478,222622
7479,112390
7480,258440
7481,178457
7482,227385
7483,15259
7484,119462
7485,197351
7486,73412
7487,209847
7488,142038
7489,172163
7490,201044
7491,166192
7492,69578
7493,411370
7494,198073
7495,532730
7496,249363
7497,242088
7498,200162
7499,108904
7500,95544
7501,208976
7502,160643
7503,236256
7504,270757
7505,105029
7506,139125
7507,133680
7508,123179
7509,119397
7510,150119
7511,114224
7512,155388
7513,76859
7514,0
7515,151097
7516,232483
7517,190039
7518,110806
7519,350290
7520,165104
7521,161884
7522,458609
7523,171984
7524,229008
7525,190939
7526,103054
7527,23907
7528,140739
7529,250122
7530,30748
7531,370474
7532,177148
7533,111208
7534,121767
7535,157135
7536,84166
7537,483970
7538,216100
7539,238364
7540,265881
7541,73981
7542,54642
7543,347226
7544,184736
7545,180751
7546,48836
7547,172746
7548,182571
7549,111933
7550,211258
7551,151324
7552,232843
7553,273925
7554,519730
7555,239034
7556,158605
7557,190355
7558,182143
7559,113429
7560,152472
7561,42360
7562,249280
7563,113572
7564,74511
7565,58997
7566,391086
7567,91948
7568,809630
7569,60526
7570,180431
7571,102877
7572,100586
7573,129608
7574,113497
7575,166314
7576,125832
7577,177356
7578,237770
7579,192234
7580,245833
7581,123006
7582,615968
7583,158947
7584,39450
7585,218288
7586,209177
7587,54648
7588,160535
7589,3988
7590,59025
7591,146001
7592,221318
7593,170503
7594,83292
7595,179967
7596,232937
7597,135695
7598,139742
7599,122483
7600,107377
7601,273753
7602,12640
7603,183104
7604,289092
7605,0
7606,32710
7607,130052
7608,220373
7609,136225
7610,182077
7611,120850
7612,142646
7613,480741
7614,365662
7615,242169
7616,115048
7617,118827
7618,130693
7619,158940
7620,109621
7621,144758
7622,170885
7623,110205
7624,103463
7625,223297
7626,207752
7627,212515
7628,302624
7629,1663
7630,245610
7631,218090
7632,183190
7633,190808
7634,233177
7635,251320
7636,199543
7637,658139
7638,233196
7639,150810
7640,22798
7641,195631
7642,113683
7643,129455
7644,152544
7645,346554
7646,216874
7647,192852
7648,938776
7649,173305
7650,158498
7651,180640
7652,107534
7653,169279
7654,130128
7655,198122
7656,179649
7657,184014
7658,121047
7659,226205
7660,79736
7661,172867
7662,175933
7663,270868
7664,35629
7665,185319
7666,99874
7667,153180
7668,4714
7669,187374
7670,877250
7671,202361
7672,194998
7673,127986
7674,181496
7675,171436
7676,117575
7677,290727
7678,290785
7679,274207
7680,74998
7681,13655
7682,172871
7683,282175
7684,162338
7685,125828
7686,52500
7687,170151
7688,0
7689,54642
7690,95753
7691,236763
7692,200133
7693,207972
7694,242047
7695,172185
7696,96388
7697,134168
7698,148279
7699,35211
7700,127193
7701,151063
7702,136303
7703,367530
7704,157325
7705,240829
7706,91038
7707,363740
7708,651453
7709,182834
7710,238095
7711,209220
7712,155277
7713,193955
7714,279760
7715,113690
7716,149081
7717,258780
7718,199376
7719,211158
7720,213409
7721,97754
7722,152387
7723,247729
7724,181479
7725,251693
7726,119476
7727,165429
7728,213752
7729,189375
7730,167602
7731,113601
7732,242449
7733,63429
7734,633354
7735,343643
7736,92154
7737,131965
7738,167960
7739,83612
7740,177256
7741,228495
7742,234960
7743,164246
7744,238404
7745,117175
7746,264050
7747,231678
7748,106621
7749,247816
7750,236118
7751,96666
7752,309598
7753,16624
7754,453766
7755,149327
7756,193840
7757,89136
7758,220649
7759,154646
7760,141284
7761,348866
7762,132436
7763,152825
7764,203011
7765,198331
7766,222199
7767,150123
7768,294786
7769,58983
7770,1093180
7771,271887
7772,170474
7773,60909
7774,52893
7775,140679
7776,275587
7777,102775
7778,165563
7779,200730
7780,378597
7781,133677
7782,188781
7783,168691
7784,322275
7785,196275
7786,151933
7787,173000
7788,136174
7789,324554
7790,209700
7791,160236
7792,133344
7793,151265
7794,143945
7795,189622
7796,103346
7797,147177
7798,253489
7799,322759
7800,136899
7801,252549
7802,159095
7803,275528
7804,54625
7805,159837
7806,94933
7807,125945
7808,174414
7809,168743
7810,1391825
7811,213981
7812,126133
7813,196050
7814,136739
7815,184692
7816,295352
7817,268392
7818,115021
7819,267206
7820,222850
7821,198733
7822,200182
7823,166629
7824,202570
7825,123469
7826,222170
7827,357758
7828,188000
7829,182880
7830,232520
7831,222543
7832,104701
7833,141951
7834,205571
7835,83409
7836,153897
7837,192286
7838,103061
7839,86855
7840,293906
7841,128856
7842,65423
7843,154687
7844,77433
7845,203511
7846,177504
7847,81618
7848,72942
7849,213180
7850,221964
7851,80498
7852,106096
7853,151911
7854,243563
7855,170085
7856,223214
7857,0
7858,469998
7859,134648
7860,289872
7861,156016
7862,213086
7863,277652
7864,187462
7865,178935
7866,215201
7867,162222
7868,131868
7869,227953
7870,97501
7871,154143
7872,90430
7873,110832
7874,243078
7875,153816
7876,136953
7877,81881
7878,118254
7879,222458
7880,104530
7881,161682
7882,155260
7883,172133
7884,196772
7885,140937
7886,190457
7887,168219
7888,296496
7889,153315
7890,96762
7891,147263
7892,137842
7893,197273
7894,102535
7895,295577
7896,111111
7897,107552
7898,164349
7899,355528
7900,274047
7901,204567
7902,232975
7903,266373
7904,57090
7905,332420
7906,138085
7907,269604
7908,225112
7909,194243
7910,268780
7911,138540
7912,220112
7913,205434
7914,122487
7915,146102
7916,131397
7917,113624
7918,113540
7919,99958
7920,225312
7921,54223
7922,77065
7923,127046
7924,188407
7925,260714
7926,63165
7927,132689
7928,252684
7929,114454
7930,163368
7931,297010
7932,175481
7933,193490
7934,151420
7935,142316
7936,121855
7937,236642
7938,224729
7939,206141
7940,159104
7941,241989
7942,87796
7943,174015
7944,349501
7945,247054
7946,295674
7947,345541
7948,0
7949,325064
7950,19468
7951,219966
7952,101077
7953,239073
7954,214713
7955,158826
7956,165620
7957,117855
7958,188370
7959,22584
7960,140434
7961,132567
7962,130178
7963,399209
7964,263510
7965,118815
7966,214820
7967,207211
7968,199707
7969,188153
7970,263306
7971,103631
7972,148242
7973,197111
7974,178299
7975,212821
7976,186782
7977,43518
7978,66696
7979,89050
7980,408885
7981,288689
7982,226590
7983,170404
7984,256932
7985,246174
7986,161863
7987,83399
7988,196785
7989,84500
7990,167703
7991,534070
7992,207512
7993,189520
7994,213036
7995,175185
7996,4500
7997,4492
7998,115654
7999,249751
8000,146718
8001,48602
8002,103033
8003,295210
8004,234579
8005,102309
8006,114268
8007,408495
8008,168774
8009,114030
8010,193535
8011,148170
8012,181287
8013,209108
8014,212113
8015,261307
8016,125767
8017,185954
8018,150892
8019,147229
8020,166482
8021,173023
8022,111022
8023,157968
8024,3008
8025,205274
8026,187552
8027,236553
8028,114958
8029,128923
8030,136231
8031,123900
8032,117550
8033,316765
8034,99428
8035,195082
8036,244165
8037,86710
8038,155784
8039,202864
8040,168774
8041,206567
8042,175589
8043,100000
8044,206194
8045,225707
8046,197007
8047,134405
8048,283379
8049,99176
8050,60867
8051,235890
8052,59838
8053,164431
8054,18150
8055,238949
8056,116566
8057,140191
8058,325186
8059,142406
8060,404281
8061,143678
8062,54642
8063,266775
8064,388783
8065,138521
8066,97996
8067,99583
8068,48637
8069,123899
8070,175802
8071,200250
8072,149066
8073,46219
8074,248517
8075,72866
8076,339304
8077,68310
8078,423475
8079,244349
8080,161393
8081,129287
8082,147595
8083,611028
8084,92336
8085,132533
8086,198156
8087,270000
8088,143857
8089,16438
8090,201894
8091,124676
8092,163371
8093,246432
8094,144921
8095,235384
8096,184592
8097,155694
8098,132798
8099,147699
8100,167112
8101,177550
8102,149425
8103,135982
8104,155250
8105,434500
8106,173000
8107,223325
8108,136876
8109,48861
8110,217313
8111,127061
8112,299043
8113,132353
8114,54642
8115,238806
8116,177778
8117,169482
8118,156157
8119,97486
8120,45662
8121,154341
8122,189427
8123,300511
8124,203196
8125,155290
8126,107124
8127,129608
8128,220307
8129,226856
8130,247478
8131,25970
8132,150878
8133,308642
8134,226232
8135,590210
8136,137014
8137,171767
8138,217415
8139,132492
8140,1167
8141,327494
8142,224600
8143,218348
8144,0
8145,176604
8146,97331
8147,212416
8148,158705
8149,175884
8150,397000
8151,188866
8152,206242
8153,125461
8154,139860
8155,169469
8156,52902
8157,156576
8158,174081
8159,100844
8160,173094
8161,224806
8162,93724
8163,918
8164,57460
8165,167106
8166,148370
8167,154374
8168,140378
8169,170294
8170,201445
8171,147979
8172,205738
8173,123476
8174,104488
8175,209208
8176,0
8177,189713
8178,221130
8179,135945
8180,56627
8181,156002
8182,241992
8183,177074
8184,77155
8185,190664
8186,64777
8187,194013
8188,232658
8189,160215
8190,401916
8191,199097
8192,186090
8193,258749
8194,155919
8195,185717
8196,95062
8197,231533
8198,237069
8199,139493
8200,182916
8201,130378
8202,210050
8203,202995
8204,414819
8205,300835
8206,159851
8207,190736
8208,203580
8209,328552
8210,112284
8211,155081
8212,235018
8213,155674
8214,203252
8215,135751
8216,55442
8217,239875
8218,228431
8219,155481
8220,114570
8221,185944
8222,151639
8223,193597
8224,139198
8225,143350
8226,161000
8227,67033
8228,177005
8229,205190
8230,269003
8231,23864
8232,78694
8233,148226
8234,120385
8235,176163
8236,0
8237,87551
8238,179305
8239,118999
8240,198468
8241,211193
8242,196124
8243,194332
8244,147220
8245,287798
8246,58933
8247,126411
8248,75354
8249,155341
8250,303064
8251,145287
8252,73964
8253,114021
8254,168295
8255,387400
8256,177850
8257,214495
8258,48333
8259,263114
8260,126476
8261,289475
8262,152491
8263,135918
8264,169055
8265,225080
8266,104712
8267,196557
8268,345522
8269,211767
8270,221856
8271,31116
8272,201207
8273,135767
8274,170535
8275,154392
8276,121200
8277,193886
8278,303731
8279,146513
8280,169426
8281,133291
8282,144554
8283,30250
8284,99874
8285,180358
8286,169216
8287,110591
8288,260171
8289,716519
8290,211689
8291,309556
8292,206825
8293,217338
8294,205747
8295,142358
8296,154934
8297,203447
8298,204599
8299,246023
8300,187635
8301,245164
8302,164741
8303,352198
8304,404809
8305,247882
8306,28620
8307,160490
8308,111621
8309,299024
8310,113844
8311,217391
8312,170232
8313,193602
8314,208794
8315,147247
8316,130993
8317,224025
8318,187088
8319,84571
8320,133795
8321,367732
8322,223167
8323,356415
8324,173668
8325,118051
8326,221200
8327,325153
8328,259939
8329,56217
8330,54642
8331,217892
8332,256434
8333,296693
8334,299572
8335,162759
8336,75000
8337,176398
8338,381250
8339,157188
8340,279152
8341,187310
8342,80759
8343,393152
8344,222044
8345,122151
8346,40838
8347,252561
8348,102662
8349,195967
8350,105396
8351,22199
8352,236949
8353,132300
8354,148386
8355,83221
8356,168522
8357,192148
8358,133143
8359,165980
8360,96103
8361,155328
8362,425399
8363,5471
8364,221444
8365,129534
8366,100606
8367,254268
8368,278237
8369,309601
8370,117076
8371,125672
8372,231637
8373,173003
8374,318224
8375,181472
8376,181460
8377,203956
8378,87752
8379,228115
8380,140201
8381,215105
8382,130944
8383,105859
8384,251244
8385,92129
8386,162623
8387,77537
8388,379848
8389,118713
8390,145090
8391,260043
8392,264518
8393,307638
8394,63751
8395,234104
8396,211035
8397,105768
8398,275873
8399,268023
8400,62506
8401,15538
8402,237077
8403,178212
8404,386500
8405,156296
8406,72214
8407,226444
8408,182652
8409,184706
8410,152578
8411,254309
8412,226823
8413,177329
8414,64687
8415,476613
8416,129973
8417,54642
8418,200369
8419,99103
8420,144965
8421,1217
8422,44042
8423,203517
8424,453750
8425,121027
8426,242531
8427,36873
8428,137976
8429,263964
8430,14552
8431,116719
8432,172265
8433,190722
8434,282791
8435,71994
8436,189851
8437,106729
8438,447445
8439,302682
8440,292404
8441,136861
8442,130076
8443,338548
8444,106417
8445,90700
8446,130672
8447,144959
8448,264012
8449,473530
8450,137138
8451,94122
8452,150017
8453,129769
8454,17164
8455,221814
8456,160686
8457,331234
8458,211869
8459,236609
8460,116361
8461,319941
8462,157200
8463,79208
8464,230415
8465,210693
8466,12611
8467,223501
8468,70598
8469,17175
8470,210539
8471,105901
8472,253373
8473,460460
8474,178652
8475,91725
8476,146387
8477,206813
8478,202516
8479,81393
8480,120194
8481,164314
8482,229813
8483,116041
8484,189360
8485,151808
8486,127927
8487,193229
8488,146151
8489,270563
8490,184564
8491,173869
8492,188346
8493,122455
8494,229304
8495,188065
8496,174471
8497,142505
8498,155542
8499,227542
8500,129786
8501,241593
8502,132013
8503,18150
8504,216968
8505,325000
8506,108835
8507,132142
8508,175879
8509,45709
8510,156516
8511,247175
8512,10586
8513,147356
8514,107674
8515,163698
8516,224987
8517,210184
8518,152039
8519,336276
8520,128559
8521,20242
8522,217033
8523,198643
8524,147598
8525,237834
8526,210907
8527,34440
8528,203534
8529,94787
8530,92764
8531,174976
8532,39098
8533,168046
8534,99658
8535,141457
8536,176053
8537,298947
8538,154889
8539,148407
8540,135156
8541,143436
8542,483793
8543,203601
8544,135685
8545,195180
8546,8118
8547,189681
8548,302498
8549,302133
8550,172796
8551,163511
8552,140638
8553,354430
8554,116028
8555,151212
8556,168317
8557,211738
8558,212979
8559,134259
8560,157611
8561,183057
8562,289428
8563,227543
8564,131564
8565,341699
8566,213735
8567,179116
8568,162749
8569,183058
8570,191781
8571,203670
8572,193485
8573,108945
8574,251113
8575,202152
8576,3700
8577,431148
8578,239617
8579,121878
8580,60168
8581,188287
8582,228607
8583,374417
8584,242014
8585,108688
8586,218779
8587,126503
8588,195999
8589,214458
8590,144681
8591,331669
8592,241194
8593,120601
8594,353249
8595,54642
8596,202776
8597,253010
8598,83672
8599,182048
8600,153270
8601,222914
8602,115425
8603,127844
8604,309291
8605,192008
8606,235809
8607,365764
8608,113474
8609,161643
8610,192553
8611,130538
8612,172366
8613,195336
8614,24000
8615,158658
8616,226855
8617,153196
8618,157380
8619,165072
8620,139054
8621,121279
8622,1953
8623,136605
8624,54149
8625,222766
8626,457074
8627,347797
8628,47321
8629,165480
8630,184483
8631,156393
8632,196789
8633,190300
8634,181933
8635,13915
8636,210663
8637,218381
8638,188714
8639,408525
8640,358208
8641,2330693
8642,8999
8643,0
8644,196198
8645,243104
8646,138875
8647,149259
8648,118785
8649,222310
8650,172276
8651,131248
8652,236755
8653,87071
8654,17240
8655,172399
8656,121273
8657,183376
8658,133224
8659,159943
8660,109415
8661,112832
8662,58177
8663,221825
8664,155032
8665,257593
8666,211761
8667,210089
8668,116959
8669,226980
8670,161013
8671,233648
8672,332748
8673,143444
8674,231321
8675,259067
8676,428110
8677,176753
8678,101999
8679,217302
8680,162506
8681,193018
8682,282199
8683,262507
8684,264554
8685,55963
8686,275792
8687,201646
8688,17456
8689,159978
8690,121477
8691,121884
8692,212896
8693,178522
8694,127678
8695,131999
8696,210638
8697,224506
8698,197146
8699,131665
8700,198733
8701,226571
8702,214620
8703,309184
8704,129971
8705,44828
8706,161160
8707,232087
8708,78740
8709,146437
8710,139253
8711,217429
8712,239915
8713,242857
8714,355957
8715,126476
8716,178253
8717,530630
8718,248865
8719,76911
8720,194772
8721,249681
8722,23077
8723,54154
8724,227090
8725,164257
8726,299353
8727,138515
8728,145155
8729,240007
8730,245771
8731,215164
8732,120042
8733,111602
8734,255637
8735,301869
8736,197551
8737,223589
8738,61618
8739,147328
8740,128626
8741,234649
8742,214968
8743,207057
8744,189647
8745,137164
8746,36757
8747,227376
8748,130137
8749,5141
8750,59659
8751,128952
8752,396768
8753,302562
8754,152642
8755,98555
8756,79818
8757,246293
8758,125908
8759,96709
8760,210610
8761,216471
8762,94539
8763,190606
8764,171717
8765,443179
8766,107764
8767,263485
8768,132237
8769,273411
8770,52002
8771,148112
8772,162211
8773,222848
8774,122147
8775,111129
8776,280607
8777,127448
8778,161518
8779,108753
8780,227008
8781,20888
8782,121000
8783,42578
8784,231961
8785,214549
8786,36478
8787,42780
8788,100267
8789,187845
8790,306210
8791,229564
8792,155487
8793,260127
8794,647249
8795,351224
